tipo,nombre,precio,localización,detalles,vendedor,fecha de publicación,link
Alquiler,Casa en alquiler en Nayón,$ 1.750,Nayón/Valle Tumbaco/Quito/Pichincha,4 habitaciones/4 baños/300 m²,Innova Real State,11/01/2023,https://www.properati.com.ec/detalle/gz6h_alquiler_casa_nayon_jardin_terraza_walk-in-closet_cocina_comedor_innova-real-state_opk4
Alquiler,Casa en alquiler en Santa Elena,$ 550,Santa Elena/Santa Elena,5 habitaciones/5 baños/150 m²,Edison Salinas Bienes Raices,24/11/2022,https://www.properati.com.ec/detalle/gsnh_alquiler_casa_santa-elena_jacuzzi_jardin_aire-acondicionado_balcon_areas-verdes_piscina_cocina_comedor_edison-salinas-bienes-raices_opbv
Alquiler,Casa en alquiler en La Armenia I,$ 550,La Armenia I/Conocoto/Valle Los Chillos/Quito/Pichincha,3 habitaciones/3 baños/135 m²,PC INMOBILIARIA,06/09/2022,https://www.properati.com.ec/detalle/g24q_alquiler_casa_la-armenia-i_patio_piscina_cocina_comedor_pc-inmobiliaria
Alquiler,Casa en alquiler en La Puntilla,$ 2.000,La Puntilla/Samborondon/Guayas,5 habitaciones/6 baños/600 m²,Asesoria Inmobiliaria Victoria,28/06/2022,https://www.properati.com.ec/detalle/f7us_alquiler_casa_la-puntilla_patio_terraza_piscina_cocina_comedor_consuelo-estupinan
Alquiler,Casa en alquiler en El Recreo,$ 299,El Recreo/La Magdalena/Sur De Quito/Quito/Pichincha,3 habitaciones/3 baños/130 m²,Bienes Raíces Lisum,02/12/2022,https://www.properati.com.ec/detalle/gu92_alquiler_casa_el-recreo_ciclovias-de-quito_metro-de-quito_patio_bodega_terraza_cocina_comedor_bienes-raices-lisum
Alquiler,Casa en alquiler en Conocoto,$ 1.200,Conocoto/Valle Los Chillos/Quito/Pichincha,3 habitaciones/4 baños/350 m²,PC INMOBILIARIA,25/08/2022,https://www.properati.com.ec/detalle/fz9l_alquiler_casa_conocoto_jacuzzi_patio_terraza_balcon_piscina_walk-in-closet_cocina_comedor_pc-inmobiliaria
Alquiler,Casa en alquiler en Guayaquil,$ 3.000,Guayaquil/Guayas,3 habitaciones/3 baños/300 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/gd73_alquiler_casa_guayaquil_amoblados_patio_piscina_garaje_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en Manta,$ 570,Manta/Manabi,3 habitaciones/1 baño/100 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fvdo_alquiler_casa_manta_patio_piscina_garaje_cocina_comedor_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en La Puntilla,$ 2.950,La Puntilla/Samborondon/Guayas,5 habitaciones/5 baños/490 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/gdaw_alquiler_casa_la-puntilla_jacuzzi_patio_bodega_aire-acondicionado_piscina_garaje_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en Manta,$ 320,Manta/Manabi,3 habitaciones/2 baños/100 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fvfw_alquiler_casa_manta_amoblados_garaje_cocina_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en Guayaquil,$ 3.700,Guayaquil/Guayas,5 habitaciones/6 baños/600 m²,Bolsa Inmobiliaria,21/10/2022,https://www.properati.com.ec/detalle/glx7_alquiler_casa_guayaquil_gimnasio_patio_cocina_comedor_bolsa-inmobiliaria_opm5
Alquiler,Casa en alquiler en La Puntilla,$ 1.200,La Puntilla/Samborondon/Guayas,3 habitaciones/3 baños/180 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/gejt_alquiler_casa_la-puntilla_amoblados_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en Manta,$ 600,Manta/Manabi,3 habitaciones/2 baños/100 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fv8v_alquiler_casa_manta_patio_piscina_cocina_comedor_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en Conocoto,$ 450,Conocoto/Valle Los Chillos/Quito/Pichincha,4 habitaciones/3 baños/140 m²,PC INMOBILIARIA,22/02/2022,https://www.properati.com.ec/detalle/duw4_alquiler_casa_conocoto_jardin_terraza_cocina_comedor_pc-inmobiliaria
Alquiler,Casa en alquiler en Manta,$ 400,Manta/Manabi,3 habitaciones/1 baño/140 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fvdm_alquiler_casa_manta_patio_garaje_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en Guayaquil,$ 300,Guayaquil/Guayas,2 habitaciones/2 baños/72 m²,INVERTAS Soluciones Inmobiliarias S  A,12/09/2022,https://www.properati.com.ec/detalle/g50c_alquiler_casa_guayaquil_patio_terraza_cocina_comedor_invertas-soluciones-inmobiliarias-s-a
Alquiler,Casa en alquiler en Manta,$ 2.000,Manta/Manabi,3 habitaciones/4 baños/280 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fv9a_alquiler_casa_manta_amoblados_gimnasio_jacuzzi_terraza_piscina_cocina_comedor_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en Santa Elena,$ 5.500,Santa Elena/Santa Elena,4 habitaciones/3 baños/250 m²,Amy Prisco,22/08/2022,https://www.properati.com.ec/detalle/fxnb_alquiler_casa_santa-elena_parrilla_jacuzzi_jardin_patio_aire-acondicionado_balcon_piscina_cocina_comedor_amy-prisco
Alquiler,Casa en alquiler en La Puntilla,$ 1.250,La Puntilla/Samborondon/Guayas,3 habitaciones/3 baños/180 m²,Campuscorp,22/02/2022,https://www.properati.com.ec/detalle/dg58_alquiler_casa_la-puntilla_amoblados_patio_aire-acondicionado_piscina_walk-in-closet_cocina_comedor_campuscorp
Alquiler,Casa en alquiler en Via A La Costa,$ 1.800,Via A La Costa/Guayaquil/Guayas,3 habitaciones/4 baños/220 m²,NextHome Bienes Raíces,23/02/2022,https://www.properati.com.ec/detalle/dv5y_alquiler_casa_via-a-la-costa_amoblados_jardin_patio_aire-acondicionado_piscina_cocina_comedor_nexthome-bienes-raices_op9j
Alquiler,Casa en alquiler en Cumbaya,$ 3.500,Cumbaya/Valle Tumbaco/Quito/Pichincha,7 habitaciones/7 baños/810 m²,Bienes Raices ProMon,22/02/2022,https://www.properati.com.ec/detalle/dr8m_alquiler_casa_cumbaya_parrilla_jardin_patio_terraza_balcon_garaje_cocina_comedor_bienes-raices-promon
Alquiler,Casa en alquiler en Jipijapa,$ 2.600,Jipijapa/Centro Norte/Quito/Pichincha,4 habitaciones/5 baños/450 m²,Piedra Inmobiliaria,13/04/2022,https://www.properati.com.ec/detalle/ejjo_alquiler_casa_jipijapa_parrilla_jardin_balcon_garaje_cocina_comedor_piedra-inmobiliaria_oplc
Alquiler,Casa en alquiler en Manta,$ 1.100,Manta/Manabi,3 habitaciones/4 baños/330 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fve3_alquiler_casa_manta_patio_balcon_area-bbq_piscina_garaje_cocina_comedor_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en Manta,$ 750,Manta/Manabi,3 habitaciones/3 baños/150 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fv2f_alquiler_casa_manta_amoblados_patio_terraza_aire-acondicionado_area-bbq_garaje_cocina_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en Via A La Costa,$ 2.200,Via A La Costa/Guayaquil/Guayas,4 habitaciones/4 baños/400 m²,Campuscorp,22/02/2022,https://www.properati.com.ec/detalle/dhsm_alquiler_casa_via-a-la-costa_jardin_patio_terraza_aire-acondicionado_piscina_garaje_ventanales_cocina_comedor_campuscorp
Alquiler,Casa en alquiler en Salinas,$ 900,Salinas/Santa Elena,3 habitaciones/2 baños/200 m²,Amy Prisco,22/08/2022,https://www.properati.com.ec/detalle/fxqo_alquiler_casa_salinas_jacuzzi_aire-acondicionado_piscina_amy-prisco
Alquiler,Casa en alquiler en Jaramijo,$ 550,Jaramijo/Manabi,3 habitaciones/3 baños/95 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fv79_alquiler_casa_jaramijo_patio_area-bbq_piscina_cocina_comedor_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en Samborondon,$ 1.000,Samborondon/Guayas,3 habitaciones/4 baños/154 m²,Campuscorp,22/02/2022,https://www.properati.com.ec/detalle/dklx_alquiler_casa_samborondon_amoblados_parrilla_jardin_patio_aire-acondicionado_balcon_piscina_ventanales_cocina_comedor_campuscorp
Alquiler,Casa en alquiler en Jipijapa,$ 2.600,Jipijapa/Centro Norte/Quito/Pichincha,4 habitaciones/5 baños/450 m²,Piedra Inmobiliaria,13/04/2022,https://www.properati.com.ec/detalle/ejjo_alquiler_casa_jipijapa_parrilla_jardin_balcon_garaje_cocina_comedor_piedra-inmobiliaria_oplc
Alquiler,Casa en alquiler en Via A La Costa,$ 1.100,Via A La Costa/Guayaquil/Guayas,4 habitaciones/3 baños/180 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/ge3t_alquiler_casa_via-a-la-costa_garaje_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en Samanes,$ 1.000,Samanes/Norte De Guayaquil/Guayaquil/Guayas,5 habitaciones/4 baños/250 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/gd8b_alquiler_casa_samanes_patio_bodega_garaje_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en Cumbaya,$ 1.900,Cumbaya/Valle Tumbaco/Quito/Pichincha,4 habitaciones/4 baños/290 m²,PC INMOBILIARIA,28/07/2022,https://www.properati.com.ec/detalle/fdzj_alquiler_casa_cumbaya_jardin_cocina_comedor_pc-inmobiliaria
Alquiler,Casa en alquiler en Manta,$ 2.000,Manta/Manabi,3 habitaciones/4 baños/280 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fv9a_alquiler_casa_manta_amoblados_gimnasio_jacuzzi_terraza_piscina_cocina_comedor_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en Conocoto,$ 1.200,Conocoto/Valle Los Chillos/Quito/Pichincha,3 habitaciones/4 baños/350 m²,PC INMOBILIARIA,25/08/2022,https://www.properati.com.ec/detalle/fz9l_alquiler_casa_conocoto_jacuzzi_patio_terraza_balcon_piscina_walk-in-closet_cocina_comedor_pc-inmobiliaria
Alquiler,Casa en alquiler en Guayaquil,$ 3.000,Guayaquil/Guayas,3 habitaciones/3 baños/300 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/gd73_alquiler_casa_guayaquil_amoblados_patio_piscina_garaje_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en Manta,$ 570,Manta/Manabi,3 habitaciones/1 baño/100 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fvdo_alquiler_casa_manta_patio_piscina_garaje_cocina_comedor_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en La Puntilla,$ 3.500,La Puntilla/Samborondon/Guayas,3 habitaciones/4 baños/300 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/gdae_alquiler_casa_la-puntilla_jacuzzi_patio_aire-acondicionado_garaje_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en Guayaquil,$ 1.200,Guayaquil/Guayas,3 habitaciones/4 baños/184 m²,NextHome Bienes Raíces,23/02/2022,https://www.properati.com.ec/detalle/dv58_alquiler_casa_centro-de-guayaquil_amoblados_parrilla_jardin_aire-acondicionado_balcon_garaje_cocina_comedor_nexthome-bienes-raices_op9j
Alquiler,Casa en alquiler en La Puntilla,$ 1.400,La Puntilla/Samborondon/Guayas,3 habitaciones/4 baños/213 m²,Campuscorp,22/02/2022,https://www.properati.com.ec/detalle/dfbj_alquiler_casa_la-puntilla_amoblados_gimnasio_jacuzzi_patio_piscina_cocina_comedor_campuscorp
Alquiler,Casa en alquiler en La Puntilla,$ 1.500,La Puntilla/Samborondon/Guayas,3 habitaciones/4 baños/198 m²,Campuscorp,01/08/2022,https://www.properati.com.ec/detalle/fepg_alquiler_casa_la-puntilla_patio_terraza_piscina_cocina_comedor_campuscorp
Alquiler,Casa en alquiler en Manta,$ 970,Manta/Manabi,3 habitaciones/5 baños/200 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fv8e_alquiler_casa_manta_terraza_piscina_garaje_cocina_comedor_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en La Puntilla,$ 2.950,La Puntilla/Samborondon/Guayas,5 habitaciones/5 baños/490 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/gdaw_alquiler_casa_la-puntilla_jacuzzi_patio_bodega_aire-acondicionado_piscina_garaje_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en Manta,$ 320,Manta/Manabi,3 habitaciones/2 baños/100 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fvfw_alquiler_casa_manta_amoblados_garaje_cocina_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en Guayaquil,$ 3.700,Guayaquil/Guayas,5 habitaciones/6 baños/600 m²,Bolsa Inmobiliaria,21/10/2022,https://www.properati.com.ec/detalle/glx7_alquiler_casa_guayaquil_gimnasio_patio_cocina_comedor_bolsa-inmobiliaria_opm5
Alquiler,Casa en alquiler en Manta,$ 400,Manta/Manabi,3 habitaciones/1 baño/140 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fvdm_alquiler_casa_manta_patio_garaje_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en La Puntilla,$ 1.200,La Puntilla/Samborondon/Guayas,3 habitaciones/3 baños/180 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/gejt_alquiler_casa_la-puntilla_amoblados_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en Manta,$ 600,Manta/Manabi,3 habitaciones/2 baños/100 m²,Mision Inmobiliaria EC,22/08/2022,https://www.properati.com.ec/detalle/fv8v_alquiler_casa_manta_patio_piscina_cocina_comedor_mision-inmobiliaria-ec
Alquiler,Casa en alquiler en Conocoto,$ 450,Conocoto/Valle Los Chillos/Quito/Pichincha,4 habitaciones/3 baños/140 m²,PC INMOBILIARIA,22/02/2022,https://www.properati.com.ec/detalle/duw4_alquiler_casa_conocoto_jardin_terraza_cocina_comedor_pc-inmobiliaria
Alquiler,Casa en alquiler en Guayaquil,$ 300,Guayaquil/Guayas,2 habitaciones/2 baños/72 m²,INVERTAS Soluciones Inmobiliarias S  A,12/09/2022,https://www.properati.com.ec/detalle/g50c_alquiler_casa_guayaquil_patio_terraza_cocina_comedor_invertas-soluciones-inmobiliarias-s-a
Alquiler,Casa en alquiler en Santa Elena,$ 5.500,Santa Elena/Santa Elena,4 habitaciones/3 baños/250 m²,Amy Prisco,22/08/2022,https://www.properati.com.ec/detalle/fxnb_alquiler_casa_santa-elena_parrilla_jacuzzi_jardin_patio_aire-acondicionado_balcon_piscina_cocina_comedor_amy-prisco
Alquiler,Casa en alquiler en La Puntilla,$ 1.250,La Puntilla/Samborondon/Guayas,3 habitaciones/3 baños/180 m²,Campuscorp,22/02/2022,https://www.properati.com.ec/detalle/dg58_alquiler_casa_la-puntilla_amoblados_patio_aire-acondicionado_piscina_walk-in-closet_cocina_comedor_campuscorp
Alquiler,Casa en alquiler en Via A La Costa,$ 1.800,Via A La Costa/Guayaquil/Guayas,3 habitaciones/4 baños/220 m²,NextHome Bienes Raíces,23/02/2022,https://www.properati.com.ec/detalle/dv5y_alquiler_casa_via-a-la-costa_amoblados_jardin_patio_aire-acondicionado_piscina_cocina_comedor_nexthome-bienes-raices_op9j
Alquiler,Casa en alquiler en Cumbaya,$ 3.500,Cumbaya/Valle Tumbaco/Quito/Pichincha,7 habitaciones/7 baños/810 m²,Bienes Raices ProMon,22/02/2022,https://www.properati.com.ec/detalle/dr8m_alquiler_casa_cumbaya_parrilla_jardin_patio_terraza_balcon_garaje_cocina_comedor_bienes-raices-promon
Alquiler,Casa en alquiler en Norte De Guayaquil,$ 1.700,Norte De Guayaquil/Guayaquil/Guayas,9 habitaciones/9 baños/350 m²,Johanna Luna Asesor Inmobiliario,26/05/2022,https://www.properati.com.ec/detalle/ex8u_alquiler_casa_norte-de-guayaquil_cocina_johanna-luna
Alquiler,Casa en alquiler en Guayaquil,$ 800,Guayaquil/Guayas,4 habitaciones/4 baños/163 m²,Campuscorp,18/07/2022,https://www.properati.com.ec/detalle/fbfq_alquiler_casa_guayaquil_patio_balcon_piscina_garaje_cocina_comedor_campuscorp
Alquiler,Casa en alquiler en Santa Lucia Alta,$ 2.000,Santa Lucia Alta/Kennedy/Centro Norte/Quito/Pichincha,3 habitaciones/4 baños/210 m²,Inmobiliaria CJ,08/04/2022,https://www.properati.com.ec/detalle/ehcp_alquiler_departamentos_santa-lucia-alta_bodega_piscina_cocina_inmobiliaria-cj
Alquiler,Casa en alquiler en Alangasí,$ 500,Alangasí/Valle Los Chillos/Quito/Pichincha,3 habitaciones/3 baños/122 m²,PC INMOBILIARIA,22/02/2022,https://www.properati.com.ec/detalle/djbq_alquiler_casa_alangasi_terraza_cocina_comedor_pc-inmobiliaria
Alquiler,Casa en alquiler en La Puntilla,$ 1.200,La Puntilla/Samborondon/Guayas,3 habitaciones/3 baños/204 m²,Casanova Inmobiliaria,09/03/2022,https://www.properati.com.ec/detalle/e3uq_alquiler_casa_samborondon_cocina_comedor_casanova-inmobiliaria
Alquiler,Casa en alquiler en Guayas,$ 950,Guayas,3 habitaciones/3 baños/113 m²,INVERTAS Soluciones Inmobiliarias S  A,22/09/2022,https://www.properati.com.ec/detalle/ga24_alquiler_casa_guayas_amoblados_jardin_patio_aire-acondicionado_cocina_comedor_invertas-soluciones-inmobiliarias-s-a
Alquiler,Casa en alquiler en Alangasí,$ 580,Alangasí/Valle Los Chillos/Quito/Pichincha,3 habitaciones/3 baños/155 m²,PC INMOBILIARIA,06/09/2022,https://www.properati.com.ec/detalle/g21j_alquiler_casa_alangasi_patio_cocina_comedor_pc-inmobiliaria
Alquiler,Casa en alquiler en Machala,$ 1.800,Machala/El Oro,4 habitaciones/4 baños/526 m²,Alliance Star Inmobiliaria,09/05/2022,https://www.properati.com.ec/detalle/esuw_venta_casa_machala_parrilla_jardin_patio_aire-acondicionado_balcon_piscina_garaje_cocina_comedor_alliance-star-inmobiliaria
Alquiler,Casa en alquiler en Guayaquil,$ 1.000,Guayaquil/Guayas,4 habitaciones/4 baños/180 m²,Johanna Luna Asesor Inmobiliario,14/10/2022,https://www.properati.com.ec/detalle/gjks_alquiler_casa_guayaquil_patio_cocina_comedor_johanna-luna
Alquiler,Casa en alquiler en Via A La Costa,$ 900,Via A La Costa/Guayaquil/Guayas,3 habitaciones/4 baños/140 m²,Campuscorp,22/02/2022,https://www.properati.com.ec/detalle/dgc6_alquiler_casa_via-a-la-costa_patio_aire-acondicionado_piscina_cocina_comedor_campuscorp
Alquiler,Casa en alquiler en Salinas,$ 800,Salinas/Santa Elena,3 habitaciones/2 baños/90 m²,Edison Salinas Bienes Raices,22/09/2022,https://www.properati.com.ec/detalle/gavr_alquiler_casa_salinas_amoblados_jacuzzi_balcon_piscina_cocina_edison-salinas-bienes-raices_opbv
Alquiler,Casa en alquiler en Sucre,$ 2.200,Sucre/Cuenca/Azuay,3 habitaciones/4 baños/470 m²,Líder House Bienes Raíces,22/02/2022,https://www.properati.com.ec/detalle/dngy_alquiler_casa_sucre_areas-verdes_garaje_cocina_comedor_lider-house-bienes-raices
Alquiler,Casa en alquiler en Guayas,$ 1.100,Guayas,3 habitaciones/3 baños/120 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/gdvr_alquiler_casa_guayas_piscina_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en La Puntilla,$ 1.500,La Puntilla/Samborondon/Guayas,3 habitaciones/2 baños/204 m²,Casanova Inmobiliaria,09/03/2022,https://www.properati.com.ec/detalle/e3ur_alquiler_casa_samborondon_amoblados_cocina_comedor_casanova-inmobiliaria
Alquiler,Casa en alquiler en Salinas,$ 200,Salinas/Santa Elena,3 habitaciones/4 baños/120 m²,Edison Salinas Bienes Raices,06/09/2022,https://www.properati.com.ec/detalle/g22g_alquiler_casa_salinas_aire-acondicionado_piscina_cocina_comedor_edison-salinas-bienes-raices_opbv
Alquiler,Casa en alquiler en Guayaquil,$ 350,Guayaquil/Guayas,3 habitaciones/3 baños/93 m²,Campuscorp,03/04/2022,https://www.properati.com.ec/detalle/eg9o_alquiler_casa_guayaquil_patio_cocina_comedor_campuscorp
Alquiler,Casa en alquiler en Amaguaña,$ 900,Amaguaña/Sur De Quito/Quito/Pichincha,4 habitaciones/4 baños/300 m²,PC INMOBILIARIA,04/10/2022,https://www.properati.com.ec/detalle/gg8h_alquiler_casa_amaguana_patio_bodega_piscina_cocina_comedor_pc-inmobiliaria
Alquiler,Casa en alquiler en Tumbaco,$ 1.200,Tumbaco/Valle Tumbaco/Quito/Pichincha,3 habitaciones/3 baños/160 m²,PC INMOBILIARIA,12/07/2022,https://www.properati.com.ec/detalle/fa8x_alquiler_casa_tumbaco_amoblados_jardin_piscina_cocina_comedor_pc-inmobiliaria
Alquiler,Casa en alquiler en Guayas,$ 765,Guayas,3 habitaciones/3 baños/155 m²,NextHome Bienes Raíces,23/02/2022,https://www.properati.com.ec/detalle/dv0h_venta_casa_guayas_patio_walk-in-closet_cocina_nexthome-bienes-raices_op9j
Alquiler,Casa en alquiler en Guayas,$ 800,Guayas,4 habitaciones/5 baños/160 m²,Campuscorp,22/02/2022,https://www.properati.com.ec/detalle/dhqw_alquiler_casa_guayas_patio_bodega_terraza_garaje_cocina_comedor_campuscorp
Alquiler,Casa en alquiler en Via A La Costa,$ 1.750,Via A La Costa/Guayaquil/Guayas,4 habitaciones/4 baños/380 m²,NextHome Bienes Raíces,31/08/2022,https://www.properati.com.ec/detalle/g0pt_alquiler_casa_via-a-la-costa_patio_bodega_balcon_piscina_garaje_cocina_comedor_nexthome-bienes-raices_op9j
Alquiler,Casa en alquiler en Kennedy Norte,$ 1.500,Kennedy Norte/Norte De Guayaquil/Guayaquil/Guayas,4 habitaciones/3 baños/260 m²,Johanna Luna Asesor Inmobiliario,27/09/2022,https://www.properati.com.ec/detalle/gevo_alquiler_casa_kennedy-norte_comedor_johanna-luna
Alquiler,Casa en alquiler en Kennedy Norte,$ 2.000,Kennedy Norte/Norte De Guayaquil/Guayaquil/Guayas,5 habitaciones/3 baños/326 m²,Johanna Luna Asesor Inmobiliario,11/08/2022,https://www.properati.com.ec/detalle/fj9x_alquiler_casa_kennedy-norte_patio_garaje_cocina_comedor_johanna-luna
Alquiler,Casa en alquiler en Guayaquil,$ 650,Guayaquil/Guayas,3 habitaciones/4 baños/170 m²,Campuscorp,28/09/2022,https://www.properati.com.ec/detalle/gf3i_alquiler_casa_guayaquil_amoblados_aire-acondicionado_balcon_cocina_comedor_campuscorp
Alquiler,Casa en alquiler en Salinas,$ 700,Salinas/Santa Elena,3 habitaciones/2 baños/120 m²,Amy Prisco,22/08/2022,https://www.properati.com.ec/detalle/fxqy_alquiler_casa_salinas_aire-acondicionado_balcon_comedor_amy-prisco
Alquiler,Casa en alquiler en Cumbaya,$ 2.300,Cumbaya/Valle Tumbaco/Quito/Pichincha,3 habitaciones/2 baños/280 m²,Inmobiliaria CJ,17/11/2022,https://www.properati.com.ec/detalle/grc7_alquiler_casa_cumbaya_balcon_cocina_comedor_inmobiliaria-cj
Alquiler,Casa en alquiler en Daule,$ 450,Daule/Guayas,3 habitaciones/2 baños/107 m²,INMNOVA,17/11/2022,https://www.properati.com.ec/detalle/grk1_alquiler_casa_via-a-la-costa_patio_cocina_comedor_inmnova_opa6
Alquiler,Casa en alquiler en Guayaquil,$ 4.500,Guayaquil/Guayas,3 habitaciones/6 baños/1200 m²,Bienes Raíces Catedral,08/07/2022,https://www.properati.com.ec/detalle/f9v8_alquiler_casa_guayaquil_piscina_cocina_bienes-raices-catedral-com
Alquiler,Casa en alquiler en Yanuncay,$ 2.300,Yanuncay/Cuenca/Azuay,8 habitaciones/8 baños/7300 m²,Bienes Raíces Catedral,23/07/2022,https://www.properati.com.ec/detalle/fcou_alquiler_casa_yanuncay_amoblados_bienes-raices-catedral-com
Alquiler,Casa en alquiler en Yanuncay,$ 2.500,Yanuncay/Cuenca/Azuay,6 habitaciones/5 baños/324 m²,Bienes Raíces Catedral,29/04/2022,https://www.properati.com.ec/detalle/eqhc_alquiler_casa_yanuncay_bodega_bienes-raices-catedral-com
Alquiler,Casa en alquiler en Cuenca,$ 1.800,Cuenca/Azuay,5 habitaciones/5 baños/1 m²,Bienes Raíces Catedral,22/11/2022,https://www.properati.com.ec/detalle/gs35_alquiler_casa_cuenca_piscina_bienes-raices-catedral-com
Alquiler,Casa en alquiler en Cuenca,$ 650,Cuenca/Azuay,4 habitaciones/3 baños/240 m²,Bienes Raíces Catedral,21/11/2022,https://www.properati.com.ec/detalle/grsb_alquiler_casa_cuenca_patio_cocina_bienes-raices-catedral-com
Alquiler,Casa en alquiler en La Puntilla,$ 1.500,La Puntilla/Samborondon/Guayas,3 habitaciones/3 baños/180 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/gd2p_alquiler_casa_la-puntilla_amoblados_patio_garaje_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en Cumbaya,$ 2.200,Cumbaya/Valle Tumbaco/Quito/Pichincha,4 habitaciones/5 baños/400 m²,Innova Real State,11/01/2023,https://www.properati.com.ec/detalle/gzci_alquiler_casa_cumbaya_jardin_terraza_cocina_comedor_innova-real-state_opk4
Alquiler,Casa en alquiler en Pifo,$ 1.000,Pifo/Valle Tumbaco/Quito/Pichincha,3 habitaciones/3 baños/3000 m²,Innova Real State,28/10/2022,https://www.properati.com.ec/detalle/gnmg_alquiler_casa_pifo_terraza_cocina_comedor_innova-real-state_opk4
Alquiler,Casa en alquiler en Checa,$ 1.200,Checa/Valle Tumbaco/Quito/Pichincha,2 habitaciones/2 baños/82 m²,Sharon Reed Serrano,22/02/2022,https://www.properati.com.ec/detalle/dqmw_alquiler_departamentos_checa_gimnasio_jacuzzi_jardin_piscina_cocina_comedor_sharon-reed-serrano_opjp
Alquiler,Casa en alquiler en Cumbaya,$ 3.000,Cumbaya/Valle Tumbaco/Quito/Pichincha,4 habitaciones/4 baños/450 m²,Innova Real State,11/01/2023,https://www.properati.com.ec/detalle/gz91_alquiler_casa_cumbaya_jardin_cocina_innova-real-state_opk4
Alquiler,Casa en alquiler en Cumbaya,$ 1.000,Cumbaya/Valle Tumbaco/Quito/Pichincha,4 habitaciones/4 baños/180 m²,Innova Real State,06/01/2023,https://www.properati.com.ec/detalle/gyb7_alquiler_casa_cumbaya_amoblados_jardin_bodega_areas-verdes_piscina_walk-in-closet_innova-real-state_opk4
Alquiler,Casa en alquiler en Mariscal Sucre,$ 750,Mariscal Sucre/Centro Norte/Quito/Pichincha,6 habitaciones/3 baños/250 m²,Bienes Raíces Lisum,16/11/2022,https://www.properati.com.ec/detalle/gqvq_alquiler_casa_mariscal-sucre_ciclovias-de-quito_metro-de-quito_cocina_comedor_bienes-raices-lisum
